Nama,Singkatan
STIA Nusantara Sakti Sungai Penuh,
Akademi Keperawatan Bina Insani Sakti,
Sekolah Tinggi Ilmu Ekonomi Sakti Alam Kerinci,
STKIP Muhammadiyah Sungai Penuh,
Akademi Keperawatan Pemkab Musi Banyuasin,
Politeknik Sekayu,
Sekolah Tinggi Ekonomi Islam Sekayu Palembang,
Sekolah Tinggi Ilmu Ekonomi Rahmaniyah,
Sekolah Tinggi Ilmu Hukum Rahmaniyah,
"Sekolah Tinggi Agama Islam Rahmaniyah Sekayu, Musi Banyuasin, Sumatera Selatan",
Akademi Kebidanan Agung Husada,
Sekolah Tinggi Agama Islam Ash-Shiddiqiyah Lempuing Jaya OKI,
Sekolah Tinggi Agama Islam Darussalam Sumatera Selatan,
Sekolah Tinggi Ekonomi Dan Bisnis Islam Darussalam Ogan Komering Ilir Sumsel,
Sekolah Tinggi Ilmu Al-Quran An-Nur Lempuing OKI,
Universitas Islam Ogan Komering Ilir Kayuagung,
Akademi Keperawatan Al Ma Arif,
Sekolah Tinggi Agama Islam Baturaja,
Sekolah Tinggi Ilmu Ekonomi Dwi Sakti Baturaja,
Sekolah Tinggi Ilmu Kesehatan Al Ma arif,
"STIT Nurul Huda Sukaraja OKU Timur, Sumatera Selatan",
Universitas Baturaja,
AMIK AKMI,
Akademi Kebidanan Pemkab Muara Enim,
Sekolah Tinggi Ekonomi dan Bisnis Islam Muara Enim Sumatera Selatan,
Sekolah Tinggi Ilmu Ekonomi Serasan Muara Enim,
Sekolah Tinggi Ilmu Hukum Serasan Muara Enim,
Sekolah Tinggi Ilmu Teknik Serasan,
"STIT Muara Enim, Sumatera Selatan",
Sekolah Tinggi Teologi  Ebenhaezer Tanjung Enim,
Akademi Keperawatan Pemkab Lahat,
Sekolah Tinggi Ilmu Ekonomi Serelo Lahat,
STIT YPI Lahat,
STKIP Sera,
Institut Teknologi dan Bisnis Nasional,
Politeknik YPPB Belitang,
Sekolah Tinggi Ilmu Ekonomi Trisna Negara,
Sekolah Tinggi Ilmu Pertanian Belitang,
Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama Sumber Agung Oku Timur,
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Muhammadiyah OKU Timur,
STISIP Bina Marta,
"STIT Misbahul Ulum Gumawang Belitang OKU Timur, Sumatera Selatan",
STKIP Nurul Huda di Sukaraja,
Universitas Nurul Huda,
Sekolah Tinggi Ilmu Syariah Subulussalam,
STMIK Muara Dua,
Politeknik Muara Dua,
Sekolah TInggi Ilmu Tarbiyah Al-Qur`an Al-Ittifaqiah Ogan Ilir Sumatera Selatan,
"STIT Raudhatul Ulum, Sakatiga Indralaya, Kota Palembang, Sumatera Selatan",
Universitas Sriwijaya,UNSRI
Institut Agama Islam Al-Qur'an Al-Ittifaqiah Indralaya,
Sekolah Tinggi Ilmu Tarbiyah Mamba'ul Hikam Pali Sumsel,
Sekolah Tinggi Ilmu Tarbiyah al-Mathiriyah Muratara,
Akademi Akuntansi Sjakhyakirti,
Akademi Akuntansi Unggulan SMB Palembang,
Akademi Analis Kesehatan Widya Dharma,
Akademi Bahasa Asing Bina Insan Indonesia,
Akademi Kebidanan Aisyiyah Palembang,
Akademi Kebidanan Al-Sua Ibah Palembang,
Akademi Kebidanan Budi Mulia Palembang,
Akademi Kebidanan Heppy Zal,
Akademi Kebidanan Pondok Pesantren Assanadiyah,
Akademi Kebidanan Sapta Karya,
Akademi Kebidanan Tunas Harapan Bangsa,
Akademi Keperawatan Aisyiyah Palembang,
Akademi Keperawatan Kesdam II Sriwijaya,
Akademi Keperawatan Pembina,
Akademi Keperawatan Sapta Karya,
Akademi Kesehatan Lingkungan Pemprov Sumatera Selatan,
Akademi Keuangan Dan Perbankan Mulia Darma Pratama,
Akademi Maritim Bina Bahari,
Akademi Pariwisata Widya Dharma,
Akd Teknik Radiodiag. Dan Radioterapi Widya Dharma,
AMIK Bina Sriwijaya,
AMIK Sigma,
IAIN Raden Fatah Palembang,
Institut Ilmu Kesehatan dan Teknologi Muhammadiyah Palembang,
Politeknik Akamigas Palembang,
Politeknik Negeri Sriwijaya,
Politeknik Pariwisata Palembang,
Politeknik Penerbangan Palembang,
Politeknik Transportasi Sungai Danau dan Penyeberangan,
Poltekkes Kemenkes Palembang,
Sekolah Tinggi Bahasa Asing Methodist,
Sekolah Tinggi Bahasa Asing Widya Dharma Palembang,
Sekolah Tinggi Ekonomi dan Bisnis Syariah Indo Global Mandiri,
Sekolah Tinggi Ilmu Al-Qur'an Al-Lathifiyyah Palembang Sumatera Selatan,
Sekolah Tinggi Ilmu Ekonomi Abdi Nusa,
Sekolah Tinggi Ilmu Ekonomi Mulia Darma Pratama,
Sekolah Tinggi Ilmu Ekonomi Musi,
Sekolah Tinggi Ilmu Farmasi Bhakti Pertiwi,
Sekolah Tinggi Ilmu Hukum Sumpah Pemuda,
Sekolah Tinggi Ilmu Kesehatan Al-Su'aibah,
Sekolah Tinggi Ilmu Kesehatan Dona Palembang,
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,
Sekolah Tinggi Ilmu Pertanian Sriwigama,
Sekolah Tinggi Kesehatan Pondok Pesantren Assanadiyah Palembang,
Sekolah Tinggi Teknik Musi,
Sekolah Tinggi Teologi Palembang,
Sekolah Tinggi Agama Islam & Pemerintahan Annisa Dwi Salfarizi,
Sekolah Tinggi Agama Islam Bala Putra Dewa,
Sekolah Tinggi Ilmu Ekonomi Multi Data Palembang,
Sekolah Tinggi Ilmu Ekonomi Sultan Mahmud Badaruddin,
Sekolah Tinggi Ilmu Kesehatan Aisyiyah Palembang,
Sekolah Tinggi Ilmu Kesehatan Masyarakat Abdi Nusa,
Sekolah Tinggi Ilmu Kesehatan Masyarakat Nusantara,
Sekolah Tinggi Ilmu Kesehatan Masyarakat Widya Dharma Palembang,
STIPSI Abdi Nusa,
STIPSI Widya Dharma,
STMIK Global Informatika Mdp,
STMIK MBC Palembang,
Sekolah Tinggi Teologi  Injili di Palembang,
Sekolah Tinggi Teologi  Sriwijaya Palembang,
Universitas IBA,
Universitas Indo Global Mandiri,
Universitas Islam Negeri Raden Fatah Palembang,
Universitas Kader Bangsa,
Universitas Multi Data Palembang,
Universitas Palembang,
Universitas Sjakhyakirti,
Universitas Sumatera Selatan,
Universitas Tamansiswa,
Universitas PGRI Palembang,
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Palembang,
Universitas Muhammadiyah Palembang,
Akademi Kebidanan Nusantara Palembang,
Akademi Perikanan Wachyuni Mandira,
Institut Agama Islam Widya Dharma Palembang,
Sekolah Tinggi Ilmu Ekonomi Aprin,
Sekolah Tinggi Ilmu Kesehatan Bina Husada,
Akademi Sekretari Dan Manajemen Sriwijaya,
Sekolah Tinggi Ilmu Manajemen Amkop,
Universitas Tridinanti,
Akademi Manajemen Informatika Dan Komputer Mdp,
Sekolah Tinggi Ilmu Administrasi Satya Negara,
Sekolah Tinggi Ilmu Ekonomi Bina Warga,
Sekolah Tinggi Ilmu Kesehatan Pembina Palembang,
Universitas Katolik Musi Charitas,
Akademi Kebidanan Persada Palembang,
Akademi Kebidanan Rizki Patya,
Akademi Kebidanan Abdurahman,
Akademi Sains Dan Teknologi Pembangunan,
Apikes Widya Dharma,
Politeknik Anika Palembang,
Sekolah Tinggi Ilmu Kesehatan Abdurahman Palembang,
Sekolah Tinggi Ilmu Kesehatan Perdhaki Charitas,
Politeknik Darussalam,
Politeknik Palcomtech,
STISIPOL Candradimuka,
STMIK Palcomtech,
Universitas Bina Darma,
Sekolah Tinggi Ilmu Kesehatan Mitra Adiguna,
Akademi Kebidanan Budi Mulia Prabumulih,
Akademi Kebidanan Rangga Husada Prabumulih,
Sekolah Tinggi Ekonomi Islam Al Furqon Prabumulih Sumatera Selatan,
Sekolah Tinggi Ilmu Ekonomi Prabumulih,
Sekolah Tinggi Ilmu Teknik Prabumulih,
STMIK Prabumulih,
Institut Agama Islam Al-Azhaar Lubuklinggau,
Sekolah Tinggi Ilmu Ekonomi dan Bisnis Prana Putra,
Sekolah Tinggi Ilmu Ekonomi Musi Rawas,
Sekolah Tinggi Ilmu Pertanian Bumi Silampari,
"STAI Al-Azhar Lubuklinggau, Sumatera Selatan",
"STAI Bumi Silampari Lubuk Linggau, Sumatera Selatan",
STMIK Bina Nusantara Jaya Lubuk Linggau,
Universitas Bina Insan,
STKIP PGRI Lubuk Linggau,
Universitas Musi Rawas,
STMIK Musi Rawas,
Akademi Kebidanan Nusantara Indonesia Lubuklinggau,
Sekolah Tinggi Ilmu Kesehatan Fitrah Aldar,
AMIK Lembah Dempo,
Institut Teknologi dan Bisnis Lembah Dempo,
Sekolah Tinggi Ekonomi dan Bisnis Islam Pagaralam,
Sekolah Tinggi Ilmu Ekonomi Lembah Dempo,
Sekolah Tinggi Manajemen Informatika dan Komputer Lembah Dempo,
Sekolah Tinggi Teknologi Pagaralam,
"STIT Pagar Alam, Sumatera Selatan",
STKIP Muhammadiyah Pagaralam,
Akademi Kebidanan Hampar Baiduri,
Institut Agama Islam An Nur Lampung,
Sekolah Tinggi Ekonomi dan Bisnis Islam Nur Ilmi Al-Ismailiyun,
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kalianda,
Sekolah Tinggi Ilmu Hukum Muhammadiyah Kalianda,
Sekolah Tinggi Ilmu Maritim Mutiara Jaya,
Sekolah Tinggi Ilmu Shuffah Al-Qur'an Abdullah Bin Mas'ud Online Lampung Selatan,
STAI An-Nur Lampung Selatan,
STAI YASBA Kalianda Lampung Selatan,
"STIS Darussalam, Lampung Selatan, Lampung",
Institut Teknologi Sumatera,
Sekolah Tinggi Ilmu Syariah Darusy Syafa'ah Lampung Tengah,
STAI Ma`arif Kalirejo Lampung Tengah,
STIT Bustanul `Ulum Lampung Tengah,
STKIP Tunas Palapa,
Sekolah Tinggi Manajemen Informatika dan Komputer Kalirejo Lampung,
Akademi Kebidanan Patriot Bangsa Husada,
Akademi Kebidanan Wahana Husada Bandar Jaya,
Sekolah Tinggi Ilmu Tarbiyah Al Mubarok Bandar Mataram,
Akademi Kebidanan An-Nur Husada Walisongo,
Akbid Gemilang Husada Kotabumi,
Sekolah Tinggi Agama Islam Ibnu Rusyd,
Sekolah Tinggi Ilmu Ekonomi Ragam Tunas,
Sekolah Tinggi Ilmu Hukum Muhammadiyah Kotabumi,
Sekolah Tinggi Ilmu Syari'ah Sultan Fatah,
STAINU Kotabumi Lampung Utara,
STIT Ibnu Rusyd Kota Bumi Lampung Utara,
STMIK Dian Cipta Cendikia Kotabumi,
STMIK Surya Intan,
Universitas Muhammadiyah Kotabumi,
Akademi Bahasa Asing Dian Cipta Cendikia Kotabumi,
STKIP Muhammadiyah Kotabumi,
Sekolah Tinggi Ekonomi Bisnis Islam Liwa,
Sekolah Tinggi Teologi Mawar Saron Lampung,
Universitas Megou Pak Tulang Bawang,
Sekolah Tinggi Ilmu Tarbiyah Darul Ishlah,
Akademi Teknologi Pringsewu,
Sekolah Tinggi Ekonomi dan Bisnis Islam Tanggamus Lampung,
Sekolah Tinggi Ilmu Tarbiyah Tanggamus,
Sekolah Tinggi Ekonomi Islam Darul Qur'an Minak Selebah,
Sekolah Tinggi Ilmu Ekonomi Lantim Way Jepara,
Sekolah Tinggi Ilmu Syariah Darul Ulum Lampung Timur,
STKIP PGRI Metro,
Akademi Perikanan Bhima Sakti,
STAI Darussalam Lampung,
Universitas Nahdlatul Ulama Lampung,
Sekolah Tinggi Agama Islam Al-Ma`arif Way Kanan,
Sekolah Tinggi Ilmu Tarbiyah Al Hikmah Bumi Agung Way Kanan,
Institut Teknologi dan Bisnis Diniyyah Lampung,
Sekolah Tinggi Ekonomi dan Bisnis Islam Lampung,
Sekolah Tinggi Ekonomi Syariah Tunas Palapa Lampung Tengah,
"STAI Tulang Bawang, Lampung",
Akademi Kebidanan Muhammadiyah Pringsewu,
Akademi Keperawatan Muhammadiyah Pringsewu,
Akademi Manajemen Informatika & Komputer Starteck,
Sekolah Tinggi Ilmu Ekonomi Syari'ah Alifa Pringsewu Lampung,
Universitas Aisyah Pringsewu,
Institut Teknologi dan Bisnis Mesuji,
Sekolah Tinggi Ilmu Ekonomi Syariah Darul Huda Mesuji Lampung,
Akademi Kebidanan Alifa Pringsewu Lampung,
Akademi Kebidanan Medica Bakti Nusantara,
AMIK Dian Cipta Cendikia Pringsewu,
Sekolah Tinggi Ilmu Ekonomi Krakatau,
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Pringsewu,
Sekolah Tinggi Ilmu Syari'ah Muhammadiyah Pringsewu,
Sekolah Tinggi Teknologi Aisyah,
Sekolah Tinggi Ilmu Kesehatan Aisyah Pringsewu,
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Pringsewu,
STIT Pringsewu Lampung Selatan,
STKIP Muhammadiyah Pringsewu,
STMIK Pringsewu,
Universitas Muhammadiyah Pringsewu Lampung,
STIT Multazam,
Akademi Akuntansi Dan Manajemen Mitra Lampung,
Akademi Akuntansi Lampung,
Akademi Bahasa Asing Dian Cipta Cendikia,
Akademi Farmasi Cendikia Farma Husada,
Akademi Kebidanan Nadira,
Akademi Keperawatan Baitul Hikmah,
Akademi Keperawatan Bunda Delima,
Akademi Manajemen Informatika Dan Komputer Lampung,
Akademi Pariwisata Satu Nusa,
AKAFARMA Putra Indonesia Lampung,
AKTEK Radiodiagnostik & Radioterapi Patriot Bangsa,
AMIK Dian Cipta Cendikia,
AMIK Master Lampung,
AMIK Mitra Lampung,
IAIN Raden Intan Lampung,
Institut Maritim Prasetiya Mandiri,
Institut Teknologi dan Sains Nahdlatul Ulama Lampung,
Politeknik Kesehatan Kesuma Bangsa,
Politeknik Negeri Lampung,
Poltekkes Kemenkes Tanjung Karang,
Sekolah Tinggi Agama Hindu Lampung,
Sekolah Tinggi Bahasa Asing Yunisla Bandar Lampung,
Sekolah Tinggi Ilmu Agama Buddha Jinarakkhita,
Sekolah Tinggi Ilmu Ekonomi Al-Madani,
Sekolah Tinggi Ilmu Ekonomi Gentiaras,
Sekolah Tinggi Ilmu Ekonomi Mitra Lampung,
Sekolah Tinggi Ilmu Ekonomi Prasetiya Mandiri Lampung,
Sekolah Tinggi Ilmu Ekonomi Satu Nusa,
Sekolah Tinggi Ilmu Kesehatan Mitra Lampung,
Sekolah Tinggi Ilmu Kesehatan Panca Bhakti,
Sekolah Tinggi Ilmu Pertanian Surya Dharma,
Sekolah Tinggi Teologi Syalom Bandar Lampung,
STKIP Al Islam Tunas Bangsa,
STKIP PGRI Bandar Lampung,
STMIK Mitra Lampung,
STMIK Tunas Bangsa,
Universitas Bandar Lampung,
Universitas Islam Negeri Raden Intan Lampung,
Universitas Sang Bumi Ruwa Jurai,
Universitas Tulang Bawang,
Sekolah Tinggi Teologi Agape Bandar Lampung,
Akademi Perpajakan Tridarma,
AMIK Teknokrat,
Institut Informatika Dan Bisnis Darmajaya,
Sekolah Tinggi Bahasa Asing Teknokrat,
STMIK Teknokrat,
Universitas Muhammadiyah Lampung,
Sekolah Tinggi Teknologi Nusantara Lampung,
Akademi Keperawatan Malahayati Bandar Lampung,
Universitas Malahayati,
Akademi Kebidanan Adila,
Akademi Kebidanan Panca Bhakti,
Akademi Keperawatan Panca Bhakti,
Sekolah Tinggi Perkebunan Lampung,
Sekolah Tinggi Ilmu Kesehatan Adila,
STIT Darul Fattah Bandar Lampung,
Universitas Lampung,
Universitas Mitra Indonesia,
Universitas Teknokrat Indonesia,
Institut Agama Islam Agus Salim Metro Lampung,
Institut Agama Islam Ma'arif NU Metro Lampung,
Institut Agama Islam Negeri Metro,
Sekolah Tinggi Ilmu Pertanian Dharma Wacana,
Sekolah Tinggi Ilmu Tarbiyah Agus Salim Metro Lampung,
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kumala Lampung Metro,
sekolah Tinggi Keguruan dan Ilmu Pendidikan Rosalia Lampung,
"STAI Ma`arif Metro, Kota Metro, Lampung",
STAIN Jurai Siwo Metro,
STISIPOL Dharma Wacana,
STMIK Dharma Wacana Metro,
Universitas Muhammadiyah Metro,
Universitas Ma'arif Lampung,
Akademi Keperawatan Dharma Wacana,
Politeknik Gajah Sakti,
STKIP Dharma Wacana,
Akademi Kebidanan Wira Buana,
Institut Agama Islam Sultan Muhammad Syafiuddin Sambas,
Politeknik Terpikat Sambas,
Sekolah Tinggi Agama Kristen Abdi Wacana,
Sekolah Tinggi Ilmu Kesehatan,
Sekolah Tinggi Ilmu Kesehatan Sambas,
"STAI Sulthan M. Syafi`uddin Sambas, Kalimantan Barat",
Politeknik Negeri Sambas,
AMIK BSI Pontianak,
Sekolah Tinggi Pertanian Panca Bhakti,
Sekolah Tinggi Teologi ATI Anjungan Pontianak,
Sekolah Tinggi Teologi Ekklesia Pontianak,
STP St. Agustinus Keuskupan Agung Pontianak,
STAI Mempawah Pontianak,
Akademi Keperawatan Pemprov Kalbar di Sintang,
Sekolah Tinggi Agama Kristen Kapuas Raya Sintang,
Sekolah Tinggi Teologi Immanuel Sintang Kal-bar,
Sekolah Tinggi Teologi Injili Setia Sintang,
Sekolah Tinggi Teologi Khatulistiwa Sintang,
Sekolah Tinggi Teologi Misi Injili Indonesia Sintang,
"STAI Ma`arif Sintang, Kalimantan Barat",
Sekolah Tinggi Teologi  Kadesi Kalimantan,
Sekolah Tinggi Ilmu Kesehatan Kapuas Raya,
STKIP Persada Khatulistiwa,
Universitas Kapuas,
"STIT Iqra` Kapuas Hulu, Kalimantan Barat",
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Tanjungpura,
"STAI Al-Haudl Ketapang, Kalimantan Barat",
Akademi Keperawatan Pemkab Ketapang,
Akademi Manajemen Komputer dan Informatika Ketapang,
Politeknik Ketapang,
Politeknik Negeri Ketapang,
Akademi Keperawatan Bethesda Serukam,
Institut Shanti Bhuana,
Sekolah Tinggi Ilmu Manajemen Shanti Bhuana,
Sekolah Tinggi Teologi Injili Humble Bengkayang,
Akademi Manajemen Bumi Sebalo Bengkayang,
Sekolah Tinggi Teologi Berea Pontianak,
Sekolah Tinggi Teologi Injili Arastamar Ngabang,
STIKAS Santo Yohanes Salib,
Sekolah Tinggi Teologi  Injil Arastamar Ngabang ,
Sekolah Tinggi Teologi Makedonia Ngabang,
STKIP Pamane Talino,
Institut Teknologi Keling Kumang,
Akademi Agrobisnis Bumi Sebalo,
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Melawi,
Akademi Kebidanan Panca Bhakti,
Sekolah Tinggi Agama Katolik Negeri Pontianak,
Sekolah Tinggi Bahasa Harapan Bersama,
STIK Muhammadiyah Pontianak,
STIT Darul Ulum Kubu Raya Kalimantan Barat,
Akademi Bahasa Asing Pontianak,
Akademi Bahasa Asing Widya Dharma,
Akademi Kebidanan Aisyiyah Pontianak,
Akademi Kebidanan St Benedicta Pontianak,
Akademi Keperawatan Dharma Insan Pontianak,
Akademi Keuangan Dan Perbankan Grha Arta Khatulistiwa Pontianak,
Akademi Manajemen Perusahaan Panca Bhakti,
Akademi Sekretari & Manajemen Widya Dharma,
Akademi Sekretari Dan Manajemen Indonesia Pontianak,
IAIN Pontianak,
IKIP PGRI Pontianak,
Institut Teknologi dan Bisnis Sabda Setia,
Politeknik Aisyiyah Pontianak,
Politeknik Putra Bangsa Pontianak,
Politeknik Tonggak Equator Pontianak,
Poltekkes Kemenkes Pontianak,
Sekolah Tinggi Agama Kristen Abdi Wacana Pontianak,
Sekolah Tinggi Bahasa Asing Pontianak,
Sekolah Tinggi Ilmu Ekonomi Boedi Oetomo,
Sekolah Tinggi Ilmu Ekonomi Indonesia Pontianak,
Sekolah Tinggi Ilmu Ekonomi Widya Dharma,
Sekolah Tinggi Teologi Borneo,
Sekolah Tinggi Teologi Kalimantan,
Sekolah Tinggi Teologi Pontianak,
Sekolah Tinggi Theologia Injili Indonesia Pontianak,
STAIN Pontianak,
Sekolah Tinggi Ilmu Kesehatan Yarsi Pontianak,
STKIP PGRI Pontianak,
STMIK Pontianak,
STMIK Widya Dharma,
Universitas Nahdlatul Ulama Kalimantan Barat,
Universitas Oso,
Universitas Panca Bhakti,
Akademi Farmasi Yarsi Pontianak,
Sekolah Tinggi Ilmu Ekonomi Pontianak,
Akademi Perpajakan Panca Bhakti,
AMIK Panca Bhakti,
Universitas Widya Dharma Pontianak,
Politeknik Negeri Pontianak,
"STIS Syarif Abdurrahman Pontianak, Kalimantan Barat",
Universitas Muhammadiyah Pontianak,
Universitas Tanjungpura,
Akademi Gizi Sinka Dharma Madani Singkawang,
Akademi Kebidanan Singkawang,
Sekolah Tinggi Ilmu Ekonomi Mulia Singkawang,
Sekolah Tinggi Ilmu Hukum Soelthan M Tsjafioeddin,
"STIT Syarif Abdurrahman Singkawang, Kalimantan Barat",
STKIP Singkawang,
Akademi Keperawatan Pemkab Kapuas,
Sekolah Tinggi Ilmu Ekonomi Kuala Kapuas,
Sekolah Tinggi Ilmu Hukum Kuala Kapuas,
"STAI Kuala Kapuas, Kalimantan Tengah",
Sekolah Tinggi Ilmu Ekonomi Dahani Dahanai Buntok,
STAI Al-Ma`arif Buntok,
Politeknik Muara Teweh,
Sekolah Tinggi Ilmu Ekonomi Muara Teweh,
"STAI Siti Khadijah Muara Teweh Barito Utara, Kalimantan Tengah",
Akademi Kebidanan Muhammadiyah Kotim,
Akademi Keperawatan Pemkab Kotawaringin Timur Kalteng,
Politeknik Sampit,
Universitas Darwan Ali,
Sekolah Tinggi Ilmu Ekonomi Sampit,
Sekolah Tinggi Ilmu Hukum Habaring Hurung Sampit,
STKIP Muhammadiyah Sampit,
Sekolah Tinggi Ilmu Tarbiyah Nur Ahadiyah,
Sekolah Tinggi Ilmu Kesehatan Borneo Cendekia Medika,
Universitas Antakusuma,
Sekolah Tinggi Teologi Dian Eka Sabda Kalimantan Tengah,
Politeknik Seruyan,
Politeknik Lamandau,
Sekolah Tinggi Teologi  Permata Bangsa Barito,
Akademi Kebidanan Betang Asi Raya,
Akademi Keperawatan Yarsi Pontianak,
IAIN Palangkaraya,
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,
Poltekkes Kemenkes Palangkaraya,
Sekolah Tinggi Ilmu Bahasa Asing Palangka Raya,
Sekolah Tinggi Ilmu Ekonomi Palangka Raya,
Sekolah Tinggi Ilmu Hukum Tambun Bungai,
Sekolah Tinggi Ilmu Pendidikan Bunga Bangsa,
Sekolah Tinggi Ilmu Pertanian Palangka Raya,
Sekolah Tinggi Pertanian Pgri Buntok,
STAIN Palangkaraya,
STAK Negeri Palangka Raya,
Sekolah Tinggi Ilmu Ekonomi YBPK Palangka Raya,
Sekolah Tinggi Ilmu Kesehatan Eka Harap,
STIPAS Tahasak Danum Pambelum Keuskupan Palangkaraya,
STMIK Palangka Raya,
Universitas Kristen Palangka Raya,
Universitas Muhammadiyah Palangka Raya,
Universitas Palangka Raya,
Universitas PGRI Palangka Raya,
Sekolah Tinggi Agama Hindu Negeri Tampung Penyang Palangka Raya,
Akademi Kebidanan Martapura,
Akademi Keperawatan Intan Martapura,
Sekolah Tinggi Bahasa Asing Dinamik,
"Sekolah Tinggi Ekonomi Islam Madani Banjarmasin, Kalimantan Selatan",
"Sekolah Tinggi Ilmu Qur`an Amuntai, Kalimantan Selatan",
"STAI Darul Ulum Kandangan, Kalimantan Selatan",
"STAI Rasyidiyah Khalidiyah Amuntai, Kalimantan Selatan",RAKHA
STIT Darul Hijrah Martapura,
Universitas Cahaya Bangsa,
Universitas Nahdlatul Ulama Kalimantan Selatan,
Institut Agama Islam Darussalam Martapura Kalimantan Selatan,
Sekolah Tinggi Ilmu Kesehatan Intan Martapura,
"STAI Darussalam Martapura, Kalimantan Selatan",
Sekolah Tinggi Ilmu Kesehatan Cahaya Bangsa,
Politeknik Negeri Tanah Laut,
Politeknik Tanah Laut,
Politeknik Hasnur,
Politeknik Islam Syekh Salman Al-Farisi Rantau,
Sekolah Tinggi Ilmu Tarbiyah Assunniyah Tambarangan Rantau Tapin,
Akademi Keperawatan Murakata Barabai,
Akademi Manajemen Koperasi Barabai,
STAI Al-Washliyah Barabai,
Sekolah Tinggi Ilmu Pertanian Amuntai,
Sekolah Tinggi Ilmu Administrasi Amuntai,
Sekolah Tinggi Ilmu Administrasi Tabalong,
Sekolah Tinggi Ilmu Tarbiyah Syekh Muhammad Nafis,
STKIP Paris Barantai,
Akademi Keguruan Paris Barantai Kotabaru,
Politeknik Kotabaru,
"STIT Darul Ulum Kotabaru, Kalimantan Selatan",
Sekolah Tinggi Ilmu Tarbiyah Ispini Tanah Bumbu Kalimantan Selatan,
Politeknik Batulicin,
Sekolah Tinggi Ilmu Kesehatan Darul Azhar Batulicin,
Akademi Kebidanan Abdi Persada Banjarmasin,
Akademi Kebidanan Sari Mulia,
Akademi Keperawatan Kesdam VI/Tanjung Pura,
Akademi Keperawatan Pandan Harum Banjarmasin,
AKTEK Radiodiagnostik & Terapi Citra Intan Persada,
ASMI Citra Nusantara,
Politeknik Negeri Banjarmasin,
Sekolah Tinggi Ilmu Ekonomi Indonesia Banjarmasin,
Sekolah Tinggi Ilmu Ekonomi Pancasetia,
Sekolah Tinggi Ilmu Hukum Sultan Adam,
Sekolah Tinggi Ilmu Kesehatan Abdi Persada Banjarmasin,
Sekolah Tinggi Ilmu Kesehatan ISFI Banjarmasin,
Sekolah Tinggi Teologi Gereja Kalimantan Evangelis,
"STAI Al-Jami Banjarmasin, Kalimantan Selatan",
Sekolah Tinggi Ilmu Kesehatan Sari Mulia,
STMIK Indonesia Banjarmasin,
Universitas Achmad Yani Banjarmasin,
Universitas Sari Mulia,
Akademi Maritim Nusantara Banjarmasin,
IAIN Antasari Banjarmasin,
Politeknik Unggulan Kalimantan,
STIA Bina Banua Banjarmasin,
STIMI Banjarmasin,
Universitas Islam Negeri Antasari Banjarmasin,
Sekolah Tinggi Ilmu Ekonomi Nasional Banjarmasin,
Akademi Farmasi ISFI Banjarmasin,
Akademi Kebidanan Bunga Kalimantan,
STKIP Islam Sabilal Muhtadin Banjarmasin,
STKIP PGRI Banjarmasin,
Universitas Islam Kalimantan Muhammad Arsyad Al Banjari Banjarmasin,
Universitas Lambung Mangkurat,
Akademi Pariwisata Nasional Banjarmasin,
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Banjarmasin,
Sekolah Tinggi Ilmu Kesehatan Suaka Insan,
Universitas Muhammadiyah Banjarmasin,
Akademi Kebidanan Banjarbaru,
Akademi Kebidanan Banua Bina Husada,
Akademi Teknik Pembangunan Nasional,
Poltekkes Kemenkes Banjarmasin,
Sekolah Tinggi Teologi Bethel Banjar Baru,
Sekolah Tinggi Teologi Malinggang,
"STAI Al-Falah Banjarbaru, Banjarmasin Kalimantan Selatan",
Sekolah Tinggi Ilmu Kesehatan Husada Borneo,
STMIK Banjarbaru,
Akademi Kebidanan YAPKESBI Banjarbaru,
Akademi Analis Kesehatan Borneo Lestari Banjarbaru,
Sekolah Tinggi Ilmu Kesehatan Borneo Lestari,
AMIK PPKIA Tarakanita Rahmawati Tarakan,
Politeknik Negeri Nunukan,
Sekolah Tinggi Ilmu Ekonomi Tanjung Selor,
STIT Al-Anshar Tanjung Selor Bulungan,
"STIT Ibnu Rusyd Grogot Paser, Kalimantan Timur",
Universitas Borneo Tarakan,
Sekolah Tinggi Ilmu Ekonomi Widya Praja,
STIPER Muhammadiyah Tanah Grogot,
Akademi Akuntansi Edita Sangatta,
Akademi Kebidanan Kutai Husada,
Sekolah Tinggi Ekonomi Islam Al-Arsyadi Kalimantan Timur,
Sekolah Tinggi Teologi Tenggarong,
Universitas Kutai Kartanegara Tenggarong,
Sekolah Tinggi Ilmu Ekonomi Tenggarong,
Sekolah Tinggi Ilmu Tarbiyah Muhammadiyah Tanjung Redeb Berau,
